device_id,device_type,os,ip_address
774,Tablet,iOS,192.168.172.235
775,Mobile,Linux,192.168.141.42
776,Web,Windows,192.168.75.130
777,Mobile,Windows,192.168.216.61
778,Web,Android,192.168.13.27
779,Web,Android,192.168.184.12
780,Web,iOS,192.168.159.65
781,Tablet,Linux,192.168.220.112
782,Mobile,Android,192.168.79.145
783,Mobile,Windows,192.168.51.31
784,Mobile,Android,192.168.0.66
785,Tablet,Windows,192.168.77.136
786,Mobile,Windows,192.168.105.95
787,Web,Linux,192.168.155.10
788,Mobile,iOS,192.168.10.65
789,Web,Linux,192.168.152.232
790,Web,Android,192.168.136.202
791,Tablet,Windows,192.168.142.70
792,Tablet,Linux,192.168.74.203
793,Tablet,Android,192.168.32.172
794,Web,iOS,192.168.94.130
795,Mobile,iOS,192.168.67.30
796,Mobile,iOS,192.168.248.179
797,Mobile,Windows,192.168.5.70
798,Tablet,Windows,192.168.180.194
799,Mobile,iOS,192.168.127.136
800,Web,iOS,192.168.6.53
801,Mobile,Windows,192.168.130.84
802,Web,Android,192.168.235.201
803,Tablet,iOS,192.168.155.195
804,Web,Android,192.168.16.47
805,Web,iOS,192.168.72.252
806,Mobile,Android,192.168.133.19
807,Tablet,Windows,192.168.121.84
808,Mobile,iOS,192.168.53.195
809,Web,Windows,192.168.178.115
810,Web,Windows,192.168.53.63
811,Tablet,Linux,192.168.95.53
812,Mobile,Windows,192.168.83.181
813,Mobile,Windows,192.168.152.222
814,Tablet,Android,192.168.178.150
815,Web,iOS,192.168.184.176
816,Mobile,iOS,192.168.204.96
817,Tablet,Windows,192.168.54.192
818,Web,Linux,192.168.180.201
819,Web,Android,192.168.136.250
820,Mobile,Linux,192.168.18.122
821,Web,iOS,192.168.51.40
822,Tablet,iOS,192.168.89.125
823,Web,Linux,192.168.176.236
824,Tablet,Android,192.168.103.38
825,Mobile,Windows,192.168.146.234
826,Web,iOS,192.168.229.37
827,Mobile,Windows,192.168.169.27
828,Tablet,Linux,192.168.156.42
829,Tablet,Windows,192.168.86.181
830,Web,iOS,192.168.190.231
831,Web,iOS,192.168.137.25
832,Web,Windows,192.168.4.150
833,Tablet,Android,192.168.221.139
834,Web,Windows,192.168.190.163
835,Web,Windows,192.168.187.189
836,Tablet,Linux,192.168.31.78
837,Tablet,Android,192.168.94.43
838,Web,iOS,192.168.151.116
839,Mobile,Android,192.168.184.191
840,Tablet,Linux,192.168.230.173
841,Tablet,iOS,192.168.142.84
842,Tablet,Windows,192.168.78.117
843,Web,Linux,192.168.125.104
844,Tablet,Android,192.168.121.41
845,Mobile,iOS,192.168.224.68
846,Tablet,Windows,192.168.182.162
847,Tablet,iOS,192.168.222.82
848,Mobile,Linux,192.168.196.180
849,Tablet,Linux,192.168.74.62
850,Mobile,Android,192.168.245.83
851,Web,Windows,192.168.247.11
852,Tablet,Linux,192.168.179.214
853,Mobile,iOS,192.168.57.206
854,Mobile,Linux,192.168.120.142
855,Mobile,Windows,192.168.36.171
856,Tablet,Android,192.168.105.126
857,Tablet,Android,192.168.198.62
858,Mobile,Linux,192.168.146.163
859,Web,Android,192.168.91.226
860,Web,Windows,192.168.8.114
861,Tablet,Linux,192.168.146.37
862,Web,Android,192.168.108.224
863,Tablet,Android,192.168.152.98
864,Tablet,Linux,192.168.224.28
865,Tablet,Windows,192.168.38.177
866,Tablet,iOS,192.168.128.159
867,Mobile,Linux,192.168.129.109
868,Tablet,Android,192.168.156.30
869,Tablet,Linux,192.168.114.250
870,Web,Linux,192.168.224.19
871,Mobile,Linux,192.168.123.213
872,Mobile,Android,192.168.150.24
873,Mobile,Linux,192.168.26.42
874,Mobile,Android,192.168.241.65
875,Tablet,Windows,192.168.17.96
876,Mobile,Windows,192.168.83.30
877,Web,Linux,192.168.31.171
878,Mobile,Linux,192.168.27.59
879,Tablet,iOS,192.168.235.249
880,Web,Android,192.168.98.169
881,Tablet,Linux,192.168.103.161
882,Web,Linux,192.168.43.26
883,Tablet,iOS,192.168.251.219
884,Tablet,Android,192.168.200.54
885,Tablet,iOS,192.168.10.1
886,Web,Windows,192.168.227.173
887,Web,Linux,192.168.201.65
888,Mobile,Linux,192.168.227.107
889,Web,Android,192.168.168.223
890,Web,iOS,192.168.205.110
891,Mobile,iOS,192.168.29.193
892,Tablet,Linux,192.168.220.207
893,Tablet,iOS,192.168.182.83
894,Tablet,Windows,192.168.183.117
895,Mobile,Linux,192.168.96.154
896,Web,Android,192.168.109.126
897,Web,iOS,192.168.163.166
898,Mobile,iOS,192.168.233.107
899,Mobile,Windows,192.168.186.158
900,Mobile,Android,192.168.242.179
901,Web,Linux,192.168.251.151
902,Mobile,Android,192.168.48.15
903,Tablet,Windows,192.168.165.106
904,Web,Android,192.168.200.243
905,Mobile,Android,192.168.253.132
906,Tablet,Android,192.168.203.245
907,Mobile,Android,192.168.108.91
908,Mobile,iOS,192.168.197.233
909,Mobile,Android,192.168.190.13
910,Web,Windows,192.168.55.136
911,Web,Linux,192.168.14.194
912,Web,Windows,192.168.43.51
913,Web,Windows,192.168.120.113
914,Web,Android,192.168.58.154
915,Tablet,Windows,192.168.233.90
916,Tablet,Android,192.168.169.217
917,Web,Linux,192.168.97.120
918,Mobile,Windows,192.168.129.49
919,Mobile,Android,192.168.110.155
920,Web,iOS,192.168.141.235
921,Web,Windows,192.168.124.220
922,Tablet,iOS,192.168.177.184
923,Tablet,Linux,192.168.3.115
924,Mobile,Linux,192.168.143.74
925,Tablet,Linux,192.168.216.169
926,Tablet,Windows,192.168.0.21
927,Mobile,Linux,192.168.83.163
928,Mobile,Windows,192.168.36.151
929,Web,iOS,192.168.173.136
930,Web,iOS,192.168.115.176
931,Web,Android,192.168.67.35
932,Tablet,iOS,192.168.82.229
933,Mobile,Windows,192.168.179.162
934,Tablet,Linux,192.168.171.58
935,Mobile,Android,192.168.152.5
936,Tablet,iOS,192.168.221.204
937,Mobile,iOS,192.168.94.161
938,Mobile,Windows,192.168.77.16
939,Web,Linux,192.168.96.152
940,Web,Android,192.168.124.71
941,Web,iOS,192.168.152.122
942,Web,iOS,192.168.188.134
943,Mobile,Windows,192.168.182.238
944,Tablet,iOS,192.168.84.132
945,Mobile,iOS,192.168.92.54
946,Tablet,Linux,192.168.9.101
947,Web,iOS,192.168.9.252
948,Tablet,Android,192.168.187.66
949,Mobile,Linux,192.168.193.140
950,Web,Windows,192.168.26.70
951,Web,Android,192.168.192.162
952,Tablet,Windows,192.168.75.110
953,Tablet,Linux,192.168.29.202
954,Tablet,Windows,192.168.187.5
955,Mobile,Windows,192.168.111.57
956,Tablet,Android,192.168.242.16
957,Tablet,Windows,192.168.117.77
958,Tablet,Linux,192.168.106.203
959,Mobile,Windows,192.168.129.12
960,Tablet,Android,192.168.210.223
961,Tablet,iOS,192.168.73.104
962,Mobile,Windows,192.168.20.14
963,Mobile,iOS,192.168.131.199
964,Mobile,Linux,192.168.33.161
965,Mobile,Android,192.168.89.209
966,Web,Windows,192.168.165.3
967,Tablet,Linux,192.168.116.24
968,Web,Linux,192.168.234.116
969,Mobile,Android,192.168.32.235
970,Mobile,iOS,192.168.200.82
971,Mobile,iOS,192.168.30.9
972,Tablet,iOS,192.168.2.2
973,Tablet,Linux,192.168.4.13
974,Web,Android,192.168.106.63
975,Tablet,Windows,192.168.85.51
976,Mobile,Linux,192.168.87.153
977,Web,Linux,192.168.205.122
978,Web,Android,192.168.173.106
979,Tablet,Linux,192.168.119.137
980,Mobile,iOS,192.168.252.139
981,Mobile,Android,192.168.245.28
982,Tablet,Windows,192.168.138.169
983,Tablet,iOS,192.168.68.156
984,Mobile,Android,192.168.173.129
985,Mobile,Android,192.168.174.241
986,Mobile,iOS,192.168.42.232
987,Web,Windows,192.168.70.14
988,Mobile,Linux,192.168.104.238
989,Tablet,Android,192.168.81.38
990,Tablet,iOS,192.168.254.184
991,Mobile,iOS,192.168.106.120
992,Mobile,Android,192.168.48.183
993,Web,iOS,192.168.154.67
994,Mobile,Windows,192.168.205.75
995,Mobile,iOS,192.168.241.249
996,Tablet,iOS,192.168.111.201
997,Web,Windows,192.168.114.139
998,Tablet,Linux,192.168.22.157
999,Tablet,Linux,192.168.138.87
1000,Tablet,Windows,192.168.91.104
